original final
069f3ae4db078038fb60bd7d48568a60e5a87f5a 3843a3ab7b3560660c8bd927cbd59c59d5e606b5
073d80b896414b1df46e2b27f85e020e7d702a84 53205c23b9c666d4bb4d70dea2a834a2a99d34d0
0743f4e75bd859bd50462c1a655fdcf177e4d5c8 149908beb4a43193f8625675b36b39eb93fc06b5
079a866d1977786b83d7d15ab8b604937ec31ba9 079a866d1977786b83d7d15ab8b604937ec31ba9
07c08585da4f0cc72ea4599b5182c3aaea39b749 f106ef8e3e4403d702bd85b0abddc2d0dc8471db
07df2825ac1375e43a72b27ac827ada240bcd64d 03d624aa5cd63688df346baf7705f84ce2d55462
0816e7cf37cb9832fbac2669639e5ed85a6c53df ab760a0d1d5eced5268a61fa1c1e9cd76de9c770
083467e99f254114aa917a4a1affdb8990e4d08d 1fe6619b27d5c50555db3ed8926c6cb017482795
08442883c82d42cf91d97431a4a5480539df7ed7 2c4891a29f8ab8c23a63bc460a57983666a200f2
084d6809d578e1f914a7f7ab9de2e6c7b8afbfe6 0146c6d5933794b5eb3a3e887a1fcb934cabd3f3
086af94df3b84c0bcfc622208e29a62ec29a2b1a 95ca89e5f6641429d83fba6f96ed346688f79173
08b8c395c82b8e19fa9415e5dce4ef50d9dbbb99 d677ada0c8886fc80a6a9c5dd2fdcab87c9eb650
08bdb8acc93c104aad8794cdcbf61e53062f72b2 418d3cc3ebbb3a3b76d10dc9e7a5147523a59948
08d0a39a261650b8d9eb8cf5270932889d924d10 98a95976813cf4f44c1a342b345e5b3bf2303595
09010f33666b212aa021d1030f7461cbbad36ced d931d806e19398db075d9421be283e1c34a4d689
0906417804a76054f09c2eaa42fda5e480b4b2a5 79da8417a2ea9e1a7ff71810d4c3b73e23ae378b
09b4302d3d2b69dfb119e1c6460cd97a98ba4b67 09b4302d3d2b69dfb119e1c6460cd97a98ba4b67
09b5be0f711e26c5aeb7e305227ad127f334c2e3 8a4888d8d323820ad5c1c81fdf75f50b004ffa24
09edc623a288792a4c0eb84cd1bf1e35be6e8554 de2bda9272cd2c5278c650642d1e40f3fbf2e41c
0a15fb6fac10e05f29f688cd6906d5057d9f0d3c b36dfaf505197a951fd133e296e0b10925433bcc
0a1967143953747748c2dd8aa1e09e77979daa73 6f48097619708e6bc4f3c545da56f48d218f853e
0a1b055545cc80f7e34a78fa23472346d51bb66a f823366fc1ee41f299e42bb0819ff44954dc5a0a
0a25e2567256f52317d93e0c84c60902c23be1c7 42752a4d6830f91b6f3fa821d786962c6f81e577
0a644a128d2ca30dd1814c40dde831a8f7526f49 69a64036ea2bf4bbc680c2aed507e98fa93f915b
0a830cf848fb2b04eaa3930c950ad0c39a076341 -
0ab669929a4f60a478a157553bcc4c0a6d45f9dc d15e3776bf3d97e519c08ba002f18ef7163de3b3
0aca5868f11d38f061045e0a08109f6a018b408f 9500a377e6dc01aad4786cf9b9d320a607091513
0afe6d27217a80baa0608c584c413c2b5dbd7e94 fc926e2294b0b05007e0dd82bd0d846043a6f8bc
0b2e2454c8dede7bf0403716632e6cc02f0c9fe7 926fddc264cf30952cca6a75c31479545975c913
0b39939916bef7f551e8519d32a307ae6217980b 0b39939916bef7f551e8519d32a307ae6217980b
0b7948e469abd52e29f96cdaa2e15a9016be1a22 -
0b80ba1efff921eedb3c13597bee6345d8dd424c 123fcf1d2d2863deea7bf573c02f1ead6ea6efa1
0c0f532b542809b5749b7f6c9efe73bfe70e2068 6afb6193d39747cd85931a4d055e76a68e09f503
0c4ae25b1b1e86a4a1817b72d192ad4d4c2598b5 2465b17d750d341b954c64fa0a0c2bb4c573af35
0c8f96e34be9b55f4ca561121c020cd03169fbcd 475abe0600ada6c4ea513d3d2be9138f0aaf2fd5
0c92a6b6ed8013bbf37b5a513d9c061889a22dfd a2fc6263326a604ff4fc124cbb57234f09086090
0ca15c8f3cc47830aaee35d5391b10de61d992fa d6ba272eb3dd20c3c402ceefb59982402eff8a45
0cd84440464a7b2ed6f81361fceeda523f83dbf3 8b51d6a9d303c7ce9f8f5ce58520460f06da8915
0ced7fecee460a1a8eb5599e97caeaff30aec12c 12176f239116183ac801941206ec78fb2015b9ae
0d2c921650732d2803befe5309f1df465186251a 50bb38d3190e7265eeea5aec4bc848aac2cf4c77
0d6329e82620cd1c7a1e11412ed2d8c09c86423b e4ece87a05a8bf959d3349274f69089e42cb8e18
0d6e1a760300cbca78d6408f7d398ada8db1ff6f a5c04f698a7a7cca7b4ee7c0298935a1b4db358f
0d96e36b47e244bd65625461b628f31ff456e5cc a94e1e4316bb01cbf7b3d62fed9d3296345b1256
0e0b7c50d2d64faf0bcb0a1fb404400c2657d1fc aa6dc7392f7b0c3a0981fe1284e8c7d0fdb354b7
0e2f6369afcb89a216e8e30017dd231feab4bf01 a9ec403e4144221f5ae474b702af413215c3c634
0e3a1b37ce00b7497cb7bd26d359db3fe6eff6cd 0e3a1b37ce00b7497cb7bd26d359db3fe6eff6cd
0e485b323ccad4c1f7a502acdcea612a4a3459c5 33c2470268a4c9427797a78736583ae505a18523
0e50d6332fe88a5613854962c2a066e3864e3d67 de11f897e0e56150ebafaf583f7c1272f250ba52
0e969bba36ac4b48a3aa4bd9acc434aa6669943f badf2e238fecbe1713029514d4020d7fcbc982a7
0ec5f5747a7e6f9681a0718a4b9f4dac516315f0 acf3846347aa3c87b4c987c7db0196678866ee8e
0ed7a8c8c21f8bae3febb34b061a6a6546514941 d79b16ebcc9d8fa37051fbc2e5b26465e2806d48
0fbf6a64dcf78f9b566aabccdd79b7170001e4a2 cfc02082d70411f2f708a3962712702a0c9ea719
0fd6f2971e43a39c18b38879709e18ef111933af -
0fec18355fa9cd3bf1f699250df79b52e09e1c01 c6ae17d27678473b126e44b05f59bdb92029ace0
10243de472a3c39ab507f700b9fe596b7fbf2186 ede51a6875d47979e09bfe5b003a3f6d3260ade7
1035cb0a744b15b05a758aed3c3a28cdf05c3b18 123fcf1d2d2863deea7bf573c02f1ead6ea6efa1
106264aa3fe0a0668dddd857eadcd779f438a2d4 27ffa06bbd504114640f226130cf01ff622b7e68
1074961f53465231b145742d9981660cd0f67c9f 51dc6f1afdd09000c0fd4717d0e4e42f6fa82682
109bd27c959c7fbe8cfcf6bf07d27a1b3ed49024 2d321b43872013258eebbabff2a2106f54f92917
10e03f9044f4e30234ccf3d850ab55669e564634 63474e64df466c918070b1134546ca51be60de6e
10e3b6fdb4ecb8b5a4c6576bae0fe7fe64645bad 842cf21746a2e2b1c9ad4037c97ef7ebcf97f2fa
1119cb70f21c53680312a0e205c96a53dc42626c 416b7c1ee08f2b15bf3dc38dd49e77a3223da31c
1199090681fadfcf837de017a04696abfc8fa356 ebdef5b96dbc951fba8041bd411372dddb035451
11d673d5e8afeee3b5d58ec6e0393ae8a56a7b7c 4c55363920b6bcdf08fe60458dc480e4bd9939a5
123278ff14a95159be0359cb5c501688b2246861 68730a0431388f110b04b0cc2ab2b224678d5406
1279f20ba2e8ac095a9820f99d5893321f3af585 d435550f4e57f41e3df309a439b723982639f614
12e598eb731f4f1ec22e27692f39af74353e5815 90c06beedf7164291fc2b01bfd547ccd0f670b01
130a8636b0451a03be10711952e8424728f0592b 51fdc4b3acb107a479946bee5301993587165333
1318089f6d17a71012f45a347ec9e4d152b6a073 08c9b435d45c7406d5d14a6a34a80b5054fd09d7
131916294629a370ef9ee7f45e97e1ece4e1d213 d0ecfd0acdeb4e2087e457b46bdce174341bd9fd
1342a758e53e4b058fa7a44e8078b382144a5346 5cedb71c722d15c8c3f555e2b963fecf3d8b79cf
135861e1ac5187fa76f5d1f66e221a943c9b302e cc11c2120ef01f072f38e98ec80d4e8164c5e42e
13a9e0ef16a0f2f8750c36b1854dbb0944e0aeae cefb1f45367a010d24c341a6d85306f5aa7cdac3
13cc0f1a74bd208494d159fa415713186d870e29 e774d8d4716494d1855d39bc6f87fc45bbc8d3b2
13dccf700d793d2709429c09ef3cfab8f5d1b1c6 ce5d3d6b629ca7151052830f37c361959f14b748
140cc521c067447d8ebadd17c437b44c06b5d969 95a925bbc9760cd80ce980ac0af144963834b3f0
144672d8f1a8470ec2514fc8971f631b569006b9 a5f91c20ba4d933900c8b9be8b528bc3d470f9c8
144c75a3beaae6c54376a81f89583becbe0cdafa dfe6e4f40028c3a87a70cf778f8293e76fc3594a
148ff7b9c808c8bc032dd777db534a0761a6c5c4 30780980e0d6fc4d2db9d0148046d4d792880040
14aa911728e1af13c58ebba858b0f8c3a326cf79 136e8ce2d485d528e8c88d1724caa8a587de6869
14c3c0a4c32b991cc9994e2732dbe6afaad99903 9ff996a37f97bc1c852202274388e43779a9bc1a
15148e6060944623136eb27f13fb9773f091e79b 8253fd02dcb9252277a7b248e83486412b398e77
15b7958b0762727e4a2c3729c83688e1aace143e 852e88c1455e60aa27b708a4366828d776110382
1600786593e131b5330cbbf183bb86e3957c7247 63e394260eea63e75e630e5ac2c5ed3e12f2cc6a
1619f71ca361ee283478aca1f9a28199a5064a78 17ce877bcac84ed66f6aba0b898c8846d4b660fc
1624b6d1adf9c285ec4b74946149a0a88888de93 475eff7a225202d2092863651101993a01676db9
167ac846a905256b7d7d3b987fa6e89248c7f556 aa222b30fc9332026ff9fd50d107c215ab95c008
167d8a7f39e8e5f3924a24ca2f70b336c86744b4 72d0a3a4f4ee24b878439d8fb064f669c583261a
1698e0eeca776cdc71128ebe640013668f234d7d 35a2c2b087a934c5334be507c269234c38bbfc69
169dcc3c6cd848aecde88c4385baf5a34f1dc883 1f45bb1ea772f515b95b85862bf358016c344073
16d89aafa1a68cd609409a647181aa125c754254 a7e638bd9ea1a0abb1dd5359331a1ef5a2946693
176a59ee85eb95ac98f655816958a30013dab283 124b1f2c38a43e445892f2e6fddce6fdffc9af34
177b9fb1f7292a478d88923b392ebe96e0e90604 f2e328276494971bf9599210ed1e803f7cb9ca0f
178bdea20b8b2b351bf80f5c67d9f8baa8f118ad c232e76cc8dc74c2b1d0d79a93141cfdb2b01656
17b078810f6b0db9e54c1ecfd035b467d62f7980 -
17c0b52c48ffedaf3f55feace2900a3470b4e757 846b366dd1a0b443b12c53d942091b1440f84a52
17ddcf6dbebbed6e27a5699542c1e20e30c109ef d4b00d06c39468476449398258fcb2ce866a4ef5
181a467b009c3ffc3e1d4da1cdab708760553af3 ba6fa3e2498459fcc6f71b2d3f3e612077f13021
1842c23369885f3a9adce3054ed410745dc7c084 086927440789b5a307fdc65f0bc0cd0adb65b904
186435b24124b096f24ec5749496e5a569ce0368 f548fb4c3a33dcad46ee6275cc910522201f9f9e
186cb1e4350a045aa22ab708d3689e9d2d0f250d 186cb1e4350a045aa22ab708d3689e9d2d0f250d
18dc903af17ef7fc95bb788918c00ac3194f8e19 5d0c96028897d5ca0374477cd753c897d19a6df4
18de36f4efdb787fcde287cda77c505052b26104 0c7a8f7821e953b213ca094de154d332ba969b21
19091a6a6b42b520133c55b5cb26e17e0a7fb675 1a0736b9b2bc0b2279fdfa6a0a7cee32c3c2980c
1920b04e62c4839fa872b031f3bffcdb346d6fac d100ca867a2b1cd2e5853e9f6a3b6524e49ce9a8
193e58e897cc33b0557003afb2930076db1fa2c3 296352110ef89feda74ad9d93955a909d7efcb78
195120ef3285bd0b41b941be8f8988b667dbb82a ccbf2ce80696db942091593005b7bd6a3fd3e2c8
19b07631850f634428a86c8edaff9c23d50a8c21 19b07631850f634428a86c8edaff9c23d50a8c21
19c15000690fddacb02783c7f21c1177a5af3adc 19c15000690fddacb02783c7f21c1177a5af3adc
19e755cf1441d81d4e39f32aa9ae7319cf5e68a8 3e0bfb194e98e56b4b1722b50da8ac1a65261f91
1a0dd2148323d6c74a901365f3d32227a987f38f a82cbd013570ce002a1863b283c472ef512586c0
1a1d6d7df87f92e8f401462bd0449fd95b753bc6 dc84360d0b2a2e804c44b7677ea450cbd807dba5
1a5aa7058dcfa8dc3bf6f5151ab94155e5b579ad cd411d75fcb2ba79c0e34c5c9f2e80bba107e9db
1a948ee07a5178546fcd87b081ce988656031fb1 441155847c5150ecef49d95711b1397d30b8180a
1a9f629b4cd10165e3996079e10d8bea53af6329 ef9b334b1fcca3963e39bb0a8916bb6298e1baf0
1abfd00a6a31572f55f93ed575b23f046b37e2b4 d4fb59458767dd72bc26fe1dc829fc0283d5dd6e
1ae8d69ffc89e4d5d4a5580f969728d9388106f3 aa222b30fc9332026ff9fd50d107c215ab95c008
1af015cbc132dcf4701737e30cfd1f8289d9e235 950939fec0a85c81416d0670bde091227f12fd67
1b28a1a94e8e5f7a669ab2f0415dd1ca09907df3 da3869eeaaf4b3ead82ce88caed9ee136854ea53
1b38f4cd1bc9ae56c8a4f4f13dd155daaa32b7a0 3524270bb16be6bd432741321345bb56f563cb79
1b56a37e4449e576e36ff6462ba47cbfaf19a8e1 e5ff3c0c04003bb5eada1b23fe454b579b088df1
1b813546ee5403d5d326fbc1db17f63547d53d4a 11ff57a73d5023a0853e791726ba75484cfde71b
1bf2923f567bbae5206aab85d8f4f0161366d78e 1bf2923f567bbae5206aab85d8f4f0161366d78e
1c7ed4de3a7778632341378e87a209f58f857231 77a15fbab27481b16f3010470f08afbd7e73e698
1c96b12497bb1be6da1143d741e4dd7902e0ec19 f50b350cd574da7b992a42ce773de477addd16fe
1ce6810c33a5edff3b17493a36200c51a00fe7f6 3211bc99e702cd4234039819495f114a338e1de3
1d018be25828138737d6c873d4c6f2bf853957f0 287ae1e24863da998d34cbd2b198e35fd914d651
1d2251b0079062f3ebaf19fbf4c1a6500ada0d29 dcbe498ada0eff04971fb338cc571509f1e10118
1dbdda3e6443a823da2cd4b7d8ddd95011ac52b8 1bce99e318aa95233ee0d2da73921d187ee10227
1e03815cedcc0feda1f3b1bf66743e418af13af9 25aa61adc16af9a13d1ac9ae94c1a5013e3dc64a
1e514f0dfe8d4aebfe68fdd2ccb1416cc693a43a 4a3be4a6d507a7bc1cad43de704300bf0ed6a689
1e7efa55ed9d3410cddeb439a66cc7fdfa063f92 12d8bafb6e3eb3d80d838fc237ff1141dc67a085
1ef9b9c28c0606fad8915369eb2c26170fb551a4 4caefdcdadd8ccd579ae19bbc21aad3cd1c7f762
1f7f74ac964d5ffd4cc514ea4d1e9914dd1bbdd9 -
1fae03e2b05ea028c171ae9a8e36fff44dbb1689 b79f5ea78b6670a600f0a0a9672e52144810a430
1fb4848c30e13d713513f45aed13afa5cea7bd73 8177e6caa3410f44c9687425ebb62a20081058a2
1fd557992a54d359bafad2e3005ed7b23f8b9e13 c55c1eab83536be5a332baf7e4b1b26e48db9672
20416bb5419c3f793723b1af61a9959beb93fce1 e53d855317380100b9f873261ee2889dfd3b7ab9
207d13e8115021dc0707b0a6d1d400f4c8b06e2c 25467313a64fbb14f568092f742dabd8502d1e5d
208c9488bc885ae2fed5faaf2ceec5f7ddf25cf0 92a52fd5b92e027bfde4d4b54b54ce960d5cfdd8
20afd7fb38ca916a1406afe86fcfc366f6e83732 6b7bd2dad49e80aeb806ab3fbd8d963a74baf037
20fe8c1c246b8ca1e6aeb6f8408246b71fa9a745 f30e1e54721eb34390b1febd8c3f6caa00c234b5
20ff3d860d7b69e71879a25f5651f9054ebb1412 475eff7a225202d2092863651101993a01676db9
214abce7634b5f9fde165d40b7f68e857ecd3871 95ca89e5f6641429d83fba6f96ed346688f79173
21d271d40d06d749790b4f5e9357b3b2db1fda5e 340da75839476a8a82c49fafb8331f403d393ae9
22da4e134a8c44632e8054de5eaaf0e20dd26aa4 1b5332224e2ffccf580d02460a0b04a7f5635ac4
23359808d5e0af4d05cd3ad5b690a1d9554aba5a 937131bdf42e741dae6a39bed810d45ff9cf2352
234ff0fbfa52224b28e0bbfd2c0ca7be299074af f106ef8e3e4403d702bd85b0abddc2d0dc8471db
23ea20c80d0158d167afe276457b6d12df57922f fcf6637521df458feabca68e4da65c096a40476f
2465caf8653ef3f0b5126082e998cb558f632312 c29f757a463c4a6c2994660ee1fb418ee776621b
2477cc4b18c4fbd2a155157ee7ee976b1bfc38a0 a5c9c7a01467cb5ced69cd8c5bffa64b895e7bdf
24a38cd541ceb650babc759eafb122a53435a019 53566afa6ae7c39108e965f73ce67fed74b0d7e5
24d4b1285981b652b3fda04b180e963fcf41412b 092ace7f3e55c12181e2defec1300e1c94d024d9
24f2e5d0b93ba452d464cbef37dad51991661647 3148c88200e734ec47326c38c2ad679b815148cf
2546d24be478872e3d63fd3615e62b64bbc598e2 fe1327065fd8548a98a71e9a45f129f96f84ca93
2577fe160737438287ab1f36edf0f1acc848ad93 58f3326525ee9f4744d6834cad109c7330c8f022
25f101949b0181634f81a6dbfe98c8907d044d80 02e5955d232f4139d3ea9926e66ee2c9cd70501b
262363f6db35938bbc04b1735e025dfd061ab386 b421ec1c612f5283b5c5a8d22f485dfa8cbdff2d
269193ff50c37761d008ae0722daa3c641f0cb54 df7371171d41502720d1bc0b9a922ba981fe7277
26d54ea0af058325a83b254b0c5a4c46d94f0c4e b8ee39c558d29ac600d43d069f9bdffc57a5a7f6
26d788f682fa46e1e9946df57318165ed7f8671c 0157211280715104d8de9b4b6c39bb31e4fbf586
270e84dfeacbb960774a21e5b4b0c4064ff8223f 39bb033488b632759f18ab15f519bc3517b08814
272304110feba04050e9f10c31d2e6a8ab906f42 4f2328e7dc62edd5fea10ce7bc75192073ca246a
27650a2353eb5e3834caef18df21f0e51bb442dc 9c80c34ad7fdbf2723f12a76cfe27e1b108c9f6b
27ccfa6e149626f30891bdbc99e2c58a2c6353f1 db31300985abc5a776a4cafe542eef2a13e8b5fb
2829684d7bebb981f2ac697403c62508ca9c1f6c f0acc1b234f6765b2a132f2df09ab5a8d7f39128
285949f63f75dc558782d44762a402d405015e95 fe4d401eb2afd3dc4ff02fab5837cad6c9277e3b
2934eafce7c71aa3c3e252e13706660bd694c16b 91bff31d1d1d994fde67335b55cd32ff8235fdcf
29418543f596aff7d1002414e94ac9d1c3e7e386 a5feb9c7c1dfcc2a60b8a5ca45982b692f00905a
2968ca97bbc947a890098434a87ccd00cd00090b 689aa48dbbacf13fc2159691a19012dc01e21243
298174c07e8d1d69df6e663638bdc754040e1f6b 87860be75410fac58eb8cc28dae8ac6e8b2070a1
2a54de36e66c949fb6d3999167bfc463af0b3c6a b1832cd85eaf7e0c01915f4edbd938c1987f52c1
2a5c7bb7ef21147652347e1bb17f35a1541453e6 e27b781a822ef72cb933a9fbb5f1cc5b0dd34d70
2a808e40447dee0e8b50f3039e03916a99019732 14914114583d5d137534ffddbfc33e65056e4e44
2a84b3d5f926db34f6ab517d4560327663d10e0d 7916128dff90417cdab48cd6702d1393ce9ed32b
2a9efc0d6b355bf63eff0a3357ae1cd0d60546a1 b36dfaf505197a951fd133e296e0b10925433bcc
2af5b201a13c11f9deea90c08cc193978d952356 23710d29b92b807a8f8c45c9ccd72fa4d529bbe6
2b216bdc5417d577c7cd4e02d0c1e2f1cd9f3eef -
2b47e1535db150ae8b503f48f3605920b09d242e 23aa3b822974fa37058d0ffdad93a8a2508ce413
2b4f48e5dc9a156119a8fafc429dd0f66fbf50d5 66838acd5072ee43057ac9e7533dfe1010f64109
2b5eab714761155ad98eb58d5ffcc3b6face0049 fddf206317e1718b9831b11dce866a83a3e7d43c
2ba07e6d73486cecb2973f433ebe192feaac81af 3278aafcfe6205393c661b9dac3d98592b94498e
2ba77defe4eb293908eaa3f347ee4334fad50189 76a0e5b69a8d2b3ec457d2e12ecf0fef2b589bf4
2be0d227643eed4159796dd1e1f3220530b265c9 4e3bd8105d403bd99b986d5d916680be0396a1d1
2bed5ad3baec432a6383e3840f1250eb9eddd617 c68d0246c0290a158b0505dca8763782e90f9dc5
2bf849ed7d2655b4a259b61462c18d21aba29e2f ab7a875fe867b2f2249d4eeac435e675074c2bec
2c188711e0ad822e074f3661e36b2da4dac8e4ee 8d1b043d7b2cbda1e5ce7a7bb7cf780fd84a46f3
2c2628d1835382a15ebd000d1cb243c5044568ba 7463ff22ac5c3ec85a8f217803c1828fb4e6db07
2c4017481be19ff4f655086b1c723c8ad12e8c67 cdcd1e3e768ac85195c66cb252eb1e94faf43011
2c5eb5c847875b9eb6a59e31a42d5cd4b7b22b29 2c5eb5c847875b9eb6a59e31a42d5cd4b7b22b29
2c690bd07af09fc0dc18c433ece8ea26f97e0ffc 045ca6b7a96c00b3e2cf889d3d445d0ad015ce4a
2c89a324d8ae36796173a38e0358d14a73730f88 1a3a86c311c41ff86f75f57842148fb2c565eeab
2cc4e529309e0185bd929a0f0d59e1fb9759b7db 52863aa735bb949e88d8c046f77a6259d4efb665
2cf2ea06a6df02d15f8cd39d53d119d3297211cd 5eaa55ee7273ede7e73c0180b7c684c9bea79494
2d8bac80e2834bc0b1a067ac10f77423ced6e78d ffea81eff5bfb8928f9346c47f00bedaf67295bd
2d950b28a50c3a0c0b41fdf211264cd8d0b81320 ca429cf037c2bc5035713c84f6dab88acfb0f3df
2dd40d412dd09faed7e690451b5cd3aa9226d604 8a9e7fc931bdbc9c357dd64d499b269b9ccb8c49
2df5b5faa550082c281f691f06eea773494598ad f6adbaabbf433429e6ceff14d3624a75bb7e2d6f
2df89244ff27c9a836145e590394ce58a8c9151c 0cca99cca48e841cbe8a569fb449ae4197a760ca
2e1eb09f95af743737b035f7bd8953c0eb37036d ad08629de7e35de038ca2a1469bb0c8679a481eb
2e2aae83e7ecca9941b1b012cf7c08fd3674903a 50400ab53606a0b1221e22ad95d2ca8a3cd61549
2e435bc2fc9f304e2e29f421c57a6bf99add4e2c 3333f8fdbb74dc56f64ad4a95aa5f2a6e04de986
2e5f8812127c637e8e71ade62f3e838964ab8dd5 9903a2b000cab94c5c58e8ef7fe58502661e4b67
2e708f827196443a3d7f56b83bb7c9818a80bd3d 290fdda5c433c000fc36522038898c0c72622d99
2e856bbe935cee78b966b48578c56f66a4c9f433 57508dbd489ea7ee31d13ce84ebb1067f1d3f1e5
2e85744d4872db0fccb2107cb1fe32624921fecc 5face79bc58ef39d5df085c5eb40e58c7890921c
2ea35f7fe860a88218061fe04770e73dae17373a 45ccddf3022f072992266765443c2b3e32217d0b
2ea3bd1d4d3fe042c9fdee6b08bb40abd4e98369 51fdc4b3acb107a479946bee5301993587165333
2ee4bcafa329a3033ea92bfeee64af7a83f876f2 f470d706bfa16e44ab3a68006f729324bcd24e6e
2ef7d529fcc06afc970b2479c4306e0e16e5ce3e e4426f9325e3f4b80e9481b06bea88a3f5146ebe
2f3b060e3be47647c6bc32dae9d87293225c21e1 2f6254c082b4b0cd7204dcdd41dfb7266111e200
2f6240b3cbe6e31d4068b91164a1f6798bcdb917 fc435b55a634babf77a8a744ca634e353dfcaa67
2fda2a5486548905f932e965f21521e07b6a9f6b 60e09ec9d33970ee7542e73d7c0414ab7db447c2
301870fd72b26164746cac6ef36b91899f0f0a66 48d88f71bda2a3b3c0f8ae5447d8eadf23ba32a8
307a8c5ee2dccdfc25760becde9cf8aea8245ce2 28d92121e725daf9dc17c9f55acf9325e56cd1aa
30b215dab946d0f5ebc313df2c5aacf595bde1af d5a946940455cad059626ea43535292536949861
30b49b8f6e4e4a5488d73af55d1c45f465848a21 8eadecbc97203b9c6eb9a3bf46a69334e35f777d
3171ba49ce3867713d955d249f5517a0dcd41fa0 05c8faa67809f80eebd37ca363b07b604c5500c1
3180d63d5973b7a1f31a583de6d1d3bfc16b874d dbd6b523761e79650e9548de541cec36040c5ac9
31b9a010c9f275f6f01ffa842c2e9cd5d929a132 f7a088892fba6102e7eb9ae10bcbf6d47c236cf5
31c3c07c4f09f59e911ec2ac6d44259484772bfb 15f2d4e28274cca67ee6f1133332a94f5b271c34
31dc444286824602df20aa4f5713a65e196c7798 7d11f69f0e366cbf9cb74245376187d5a9851467
31ddb7f3a0672a5ca0bd618dc097e72095fa2555 31c92097ccebb93f4cc72d7c4f441542ab02219e
31e07eca6bbf4922977ac964f568080dd7240781 a5feb9c7c1dfcc2a60b8a5ca45982b692f00905a
31e6b55aec91352824ccf07af4db81bafffec931 12176f239116183ac801941206ec78fb2015b9ae
3250f4dd21cf4921c8b39aab745bd26212c1c564 5d1fc89cfc30945ab5b8ea5a115bc622bf1ae7bc
3262d4f041e441bb395ae88a78d00fe11e40668f 74acce128369b4a7a690106739228623b38f381b
32773ae5a8a5eecce2f43f4f21d572075d78c916 afe13eea4378caaf17be362d115c58ddfd65dd55
329843db17d5f2dbbf2331fb586fcfc30a14dbf0 -
